# ReginIDs HIDs  HosthaloID Mvir[3] Xc Yc Zc[4-6]  Rvir[7] fMhires[8] cNFW[9] Mgas200[10] M*200[11] M500[12] R500[13] fgas500[14] f*500[15]
7.200000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.060530000000000000e+15 5.002100405812700046e+05 5.004144334404899855e+05 5.004388541994100087e+05 1.658390000000000100e+03 9.984699999999999687e-01 5.715510000000000090e+00 1.439040000000000000e+14 1.181360000000000000e+13 7.480845312500000000e+14 1.084702387826465610e+03 1.269051432609558105e-01 1.258314959704875946e-02
7.300000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.326650000000000000e+15 4.996527433395399712e+05 4.995208181135599734e+05 5.000549235998800141e+05 1.786880000000000109e+03 9.985340000000000327e-01 2.784609999999999808e+00 1.702550000000000000e+14 1.433370000000000000e+13 8.330183593750000000e+14 1.124013921235785119e+03 1.157836690545082092e-01 1.212929841130971909e-02
7.400000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.033680000000000000e+15 5.004087415978399804e+05 5.005344683399799978e+05 5.004481673240700038e+05 1.644279999999999973e+03 9.981109999999999705e-01 4.668840000000000146e+01 1.362990000000000000e+14 1.167600000000000000e+13 6.980757031250000000e+14 1.060104353456402350e+03 1.236577332019805908e-01 1.298149302601814270e-02
7.500000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.041170000000000000e+15 5.003531806857599877e+05 5.004897219855600270e+05 5.004130892379800207e+05 1.648230000000000018e+03 9.982269999999999754e-01 2.262709999999999866e+01 1.505950000000000000e+14 1.033460000000000000e+13 6.900293750000000000e+14 1.056065355121824723e+03 1.352465152740478516e-01 1.141454465687274933e-02
7.600000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.041200000000000000e+15 5.004443764686600189e+05 5.004527616500899894e+05 5.004804515838599764e+05 1.648250000000000000e+03 9.985690000000000399e-01 -1.000000000000000000e+00 1.317040000000000000e+14 1.127650000000000000e+13 6.090764843750000000e+14 1.013323930564960392e+03 1.190859973430633545e-01 1.149791479110717773e-02
7.700000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.001740000000000000e+15 5.004649218171800021e+05 5.003679590299699921e+05 5.003007128834699979e+05 1.627160000000000082e+03 9.982889999999999819e-01 3.164410000000000167e+00 1.180340000000000000e+14 1.217730000000000000e+13 6.026415625000000000e+14 1.009782486519365534e+03 1.106716543436050415e-01 1.396721694618463516e-02
7.800000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.416080000000000000e+14 5.007564116332500125e+05 5.005867857043999829e+05 5.004175459934499813e+05 1.593930000000000064e+03 9.981929999999999970e-01 5.528970000000000162e+00 1.188370000000000000e+14 1.137790000000000000e+13 6.341936718750000000e+14 1.026953403894808844e+03 1.188890859484672546e-01 1.330439653247594833e-02
7.900000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.025440000000000000e+15 5.005492817577099777e+05 5.003910127278299769e+05 5.004115105438500177e+05 1.639890000000000100e+03 9.978930000000000300e-01 1.397920000000000051e+01 1.394590000000000000e+14 1.110540000000000000e+13 6.460884765625000000e+14 1.033273035919213271e+03 1.252689063549041748e-01 1.252435985952615738e-02
8.000000000000000000e+01 1.280000000000020000e+14 0.000000000000000000e+00 9.039120000000000000e+14 5.005069933953799773e+05 5.005272792988099973e+05 5.003966792685100227e+05 1.572369999999999891e+03 9.981050000000000200e-01 2.751780000000000115e+00 1.248600000000000000e+14 1.021680000000000000e+13 5.809734765625000000e+14 9.976165488417988172e+02 1.242287755012512207e-01 1.266638189554214478e-02
8.100000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.050940000000000000e+15 5.001410837866300135e+05 5.002374263910099980e+05 5.003674899411000079e+05 1.653380000000000109e+03 9.986120000000000552e-01 3.293489999999999807e+00 1.356590000000000000e+14 1.231860000000000000e+13 6.429356250000000000e+14 1.031637891673779677e+03 1.216284707188606262e-01 1.271762419492006302e-02
8.200000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.082300000000000000e+15 5.004367860917799990e+05 5.004740908691100194e+05 5.006196987100000260e+05 1.669660000000000082e+03 9.982109999999999594e-01 4.264240000000000030e+00 1.477420000000000000e+14 1.219310000000000000e+13 7.651491406250000000e+14 1.092793773762818091e+03 1.285249292850494385e-01 1.262305490672588348e-02
8.300000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.004570000000000000e+15 5.007178906351299956e+05 5.004145842045500176e+05 5.005911182612199918e+05 1.628690000000000055e+03 9.981520000000000392e-01 3.866540000000000088e+00 1.331220000000000000e+14 1.153940000000000000e+13 6.904773437500000000e+14 1.056281417317764635e+03 1.256864368915557861e-01 1.288891769945621490e-02
8.400000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.634860000000000000e+14 5.003773716111800168e+05 5.003024284413299756e+05 5.004393186000799760e+05 1.606180000000000064e+03 9.981799999999999562e-01 4.320940000000000225e+00 1.325720000000000000e+14 1.064020000000000000e+13 6.702661718750000000e+14 1.045944289196483624e+03 1.247756257653236389e-01 1.296982355415821075e-02
8.500000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.463910000000000000e+14 5.004948685735000181e+05 5.004236607228299836e+05 5.004346628310299711e+05 1.596619999999999891e+03 9.982130000000000170e-01 2.639110000000000067e+00 1.267830000000000000e+14 1.094680000000000000e+13 6.007673046875000000e+14 1.008741997982629528e+03 1.174059063196182251e-01 1.198881678283214569e-02
8.600000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 8.672730000000000000e+14 5.001081078099299921e+05 5.005910810907100094e+05 5.002649399991899845e+05 1.550829999999999927e+03 9.982560000000000322e-01 3.202459999999999862e+00 1.078900000000000000e+14 9.842510000000000000e+12 5.699162109375000000e+14 9.913309371446794103e+02 1.114825233817100525e-01 1.224774308502674103e-02
8.700000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.042920000000000000e+15 5.004073530435599969e+05 5.004568360745899845e+05 5.004092231392899994e+05 1.649160000000000082e+03 9.983340000000000547e-01 4.271700000000000053e+00 1.378930000000000000e+14 1.109850000000000000e+13 7.287549218750000000e+14 1.075331108544343124e+03 1.297186017036437988e-01 1.111342757940292358e-02
8.800000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.929780000000000000e+14 5.004157545615200070e+05 5.003727528513700236e+05 5.004886632062999997e+05 1.622400000000000091e+03 9.981100000000000527e-01 3.744909999999999961e+00 1.286320000000000000e+14 1.127690000000000000e+13 6.700851562500000000e+14 1.045845899355877464e+03 1.255770027637481689e-01 1.245628111064434052e-02
8.900000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.177710000000000000e+14 5.003984670510999858e+05 5.000577929035900161e+05 5.003946955572000006e+05 1.580359999999999900e+03 9.980139999999999567e-01 8.068880000000000052e+00 1.219080000000000000e+14 1.042340000000000000e+13 5.925619921875000000e+14 1.004154028110116201e+03 1.250133663415908813e-01 1.265976019203662872e-02
9.000000000000000000e+01 1.280000000000020000e+14 0.000000000000000000e+00 8.032580000000000000e+14 5.010089598761699745e+05 4.999273769723000005e+05 5.001888775825499906e+05 1.511690000000000055e+03 9.985840000000000272e-01 2.328710000000000058e+00 9.589790000000000000e+13 1.003660000000000000e+13 4.323833984375000000e+14 9.049021547110885422e+02 1.063653007149696350e-01 1.485825236886739731e-02
9.100000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.799410000000000000e+14 5.001689820062500075e+05 5.001998572122500045e+05 5.004876596586999949e+05 1.615269999999999982e+03 9.978960000000000052e-01 4.614180000000000170e+00 1.237410000000000000e+14 1.157420000000000000e+13 7.124084375000000000e+14 1.067293138462905972e+03 1.094631627202033997e-01 1.362979225814342499e-02
9.200000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 7.538870000000000000e+14 5.004971539891699795e+05 5.004749597837600159e+05 5.005100380796900135e+05 1.480059999999999945e+03 9.983579999999999677e-01 2.419399999999999906e+01 1.040350000000000000e+14 7.838290000000000000e+12 4.875578906250000000e+14 9.414718757189980352e+02 1.187091916799545288e-01 1.258699223399162292e-02
9.300000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 1.010090000000000000e+15 5.005770692458500271e+05 5.003403425216699834e+05 5.004226015164299752e+05 1.631670000000000073e+03 9.983689999999999509e-01 2.800279999999999880e+00 1.240770000000000000e+14 1.095020000000000000e+13 6.476520703125000000e+14 1.034132866107537666e+03 1.107031479477882385e-01 1.176340878009796143e-02
9.400000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.951000000000000000e+14 5.002081531744700042e+05 5.004817792674999801e+05 5.003576054350400227e+05 1.623559999999999945e+03 9.982320000000000082e-01 3.497939999999999827e+00 1.196230000000000000e+14 1.183590000000000000e+13 6.073403906250000000e+14 1.012368575567292055e+03 1.288806647062301636e-01 1.355533301830291748e-02
9.500000000000000000e+01 1.280000000000020000e+14 0.000000000000000000e+00 9.983950000000000000e+14 5.002172255760200205e+05 5.003837782133399742e+05 5.003396964716999792e+05 1.625349999999999909e+03 9.981069999999999665e-01 3.149220000000000041e+01 1.328310000000000000e+14 1.172530000000000000e+13 7.149932031250000000e+14 1.068548194888496482e+03 1.227955445647239685e-01 1.337870769202709198e-02
9.600000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 8.483640000000000000e+14 5.002192096022400074e+05 5.002575292874000152e+05 5.003730157562699751e+05 1.539470000000000027e+03 9.981430000000000025e-01 2.948770000000000113e+00 1.160220000000000000e+14 9.387730000000000000e+12 5.466073828125000000e+14 9.777099368790312610e+02 1.244179904460906982e-01 1.299430523067712784e-02
9.700000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.566410000000000000e+14 5.005130615757100168e+05 5.005628333472799859e+05 5.005814703028699732e+05 1.602369999999999891e+03 9.982450000000000490e-01 2.688359999999999861e+00 1.270160000000000000e+14 1.106310000000000000e+13 5.822146484375000000e+14 9.983085240192594938e+02 1.255928575992584229e-01 1.323741860687732697e-02
9.800000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 9.830310000000000000e+14 5.005397265372099937e+05 5.004446726778299781e+05 5.002934025681500207e+05 1.616960000000000036e+03 9.982750000000000234e-01 4.488830000000000098e+00 1.267610000000000000e+14 1.133540000000000000e+13 6.688882031250000000e+14 1.045231638194818061e+03 1.298814117908477783e-01 1.265126559883356094e-02
9.900000000000000000e+01 1.280000000000010000e+14 0.000000000000000000e+00 8.102590000000000000e+14 5.004360434642700129e+05 5.004255922912699752e+05 5.003728881671199924e+05 1.516069999999999936e+03 9.980799999999999672e-01 3.184550000000000214e+00 1.111810000000000000e+14 8.566850000000000000e+12 5.310141015625000000e+14 9.683921711692847794e+02 1.239038482308387756e-01 1.248770952224731445e-02
1.000000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 1.022600000000000000e+15 5.004351874829099979e+05 5.002968756083099870e+05 5.002032445514400024e+05 1.638369999999999891e+03 9.985289999999999999e-01 5.345419999999999838e+00 1.235320000000000000e+14 1.198150000000000000e+13 7.884294531250000000e+14 1.103748578517620444e+03 1.116962954401969910e-01 1.342586986720561981e-02
1.010000000000000000e+02 1.280000000000020000e+14 0.000000000000000000e+00 9.515220000000000000e+14 5.005995850814000005e+05 5.003125228379900218e+05 5.005135222485199920e+05 1.599500000000000000e+03 9.982870000000000354e-01 2.815949999999999953e+00 1.209380000000000000e+14 1.133830000000000000e+13 5.423026562500000000e+14 9.751395839001588683e+02 1.257627308368682861e-01 1.454617921262979507e-02
1.020000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.647900000000000000e+14 5.005719257252599928e+05 5.003442959416499943e+05 5.002472599347400246e+05 1.606900000000000091e+03 9.976059999999999928e-01 4.394070000000000142e+00 1.342150000000000000e+14 1.000880000000000000e+13 6.905292187500000000e+14 1.056288793881353968e+03 1.280989944934844971e-01 1.166694145649671555e-02
1.030000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.692340000000000000e+14 5.006943535558999865e+05 5.005625182205900201e+05 5.004360462279699859e+05 1.609359999999999900e+03 9.979810000000000070e-01 -1.000000000000000000e+00 1.222900000000000000e+14 1.103700000000000000e+13 6.215598046875000000e+14 1.020136264860296592e+03 1.227933093905448914e-01 1.256735250353813171e-02
1.040000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.891480000000000000e+14 5.006690317867699778e+05 5.004654497456700192e+05 5.003293825804800144e+05 1.563759999999999991e+03 9.978979999999999517e-01 2.773010000000000019e+01 1.117190000000000000e+14 1.025030000000000000e+13 4.874771093750000000e+14 9.414091046940263823e+02 1.177483797073364258e-01 1.295304112136363983e-02
1.050000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.187790000000000000e+14 5.003585210744899814e+05 5.003935331883599865e+05 5.006230981021699845e+05 1.521369999999999891e+03 9.976350000000000495e-01 1.909410000000000096e+01 9.994640000000000000e+13 1.026640000000000000e+13 3.745087500000000000e+14 8.630128551873763172e+02 1.180852875113487244e-01 1.388987898826599121e-02
1.060000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.459900000000000000e+14 5.005363117220000131e+05 5.003010037721500266e+05 5.004226886454999913e+05 1.538039999999999964e+03 9.984490000000000309e-01 2.791329999999999867e+00 1.106880000000000000e+14 9.636200000000000000e+12 4.963733984375000000e+14 9.470498361156967349e+02 1.132832765579223633e-01 1.329127699136734009e-02
1.070000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.203450000000000000e+14 5.002317755292099901e+05 5.005229073089499725e+05 5.002658117765199859e+05 1.581839999999999918e+03 9.979770000000000030e-01 5.158879999999999910e+00 1.281640000000000000e+14 9.574200000000000000e+12 6.647724218750000000e+14 1.043080856854747935e+03 1.305684298276901245e-01 1.181528903543949127e-02
1.080000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.435940000000000000e+14 5.004463832845099969e+05 5.004558590264000231e+05 5.005236802818399738e+05 1.595049999999999955e+03 9.982480000000000242e-01 5.265579999999999927e+00 1.200480000000000000e+14 1.076060000000000000e+13 5.165579687500000000e+14 9.596039791283747036e+02 1.234116256237030029e-01 1.271151658147573471e-02
1.090000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.494780000000000000e+14 5.004505479315299890e+05 5.004725989919200074e+05 5.007441000913900207e+05 1.598349999999999909e+03 9.984910000000000174e-01 6.057249999999999801e+00 1.222120000000000000e+14 1.042260000000000000e+13 7.102994531250000000e+14 1.066256388944447735e+03 1.206156089901924133e-01 1.198178529739379883e-02
1.100000000000000000e+02 1.280000000000020000e+14 0.000000000000000000e+00 8.539210000000000000e+14 5.005266715069200145e+05 5.004854319857900264e+05 5.005958733104499988e+05 1.542829999999999927e+03 9.982699999999999907e-01 2.328710000000000058e+00 1.025970000000000000e+14 1.062450000000000000e+13 4.358857421875000000e+14 9.073247087160306137e+02 1.019551008939743042e-01 1.436813455075025558e-02
1.110000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.329860000000000000e+14 5.004595621567399940e+05 5.003033790714900242e+05 5.004517872037300258e+05 1.530119999999999891e+03 9.982469999999999954e-01 -1.000000000000000000e+00 1.017260000000000000e+14 9.590470000000000000e+12 5.189107812500000000e+14 9.610710799390320744e+02 1.090189963579177856e-01 1.236655469983816147e-02
1.120000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.238570000000000000e+14 5.003767419368699775e+05 5.004587312962100259e+05 5.002774786441900069e+05 1.583849999999999909e+03 9.983309999999999684e-01 3.868780000000000108e+00 1.163670000000000000e+14 1.044440000000000000e+13 6.269588671875000000e+14 1.023092294801592288e+03 1.160001978278160095e-01 1.212511956691741943e-02
1.130000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.703180000000000000e+14 5.004378654103499721e+05 5.004411144334800192e+05 5.002327581735299900e+05 1.552640000000000100e+03 9.983149999999999524e-01 3.935179999999999900e+00 1.126800000000000000e+14 9.536630000000000000e+12 5.936192578125000000e+14 1.004717696140695466e+03 1.195686310529708862e-01 1.233529392629861832e-02
1.140000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.357690000000000000e+14 5.001287108812599909e+05 5.004577224071199889e+05 5.002519457768200082e+05 1.590619999999999891e+03 9.978970000000000340e-01 -1.000000000000000000e+00 1.260480000000000000e+14 9.639540000000000000e+12 5.965379296875000000e+14 1.006354755910793415e+03 1.242587864398956299e-01 1.182412356138229370e-02
1.150000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 6.108590000000000000e+14 5.004846822886299924e+05 5.003014475572300144e+05 5.005020726413999801e+05 1.379829999999999927e+03 9.983429999999999804e-01 9.943970000000000198e+00 7.540960000000000000e+13 7.638350000000000000e+12 3.341769921875000000e+14 8.312834657474658115e+02 1.041127890348434448e-01 1.506446115672588348e-02
1.160000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.583130000000000000e+14 5.006177582830800093e+05 5.007745769788600155e+05 5.006083160076499917e+05 1.603299999999999955e+03 9.985880000000000312e-01 5.680439999999999934e+00 1.225920000000000000e+14 1.083190000000000000e+13 7.177689062500000000e+14 1.069954797687994869e+03 1.186779886484146118e-01 1.215049810707569122e-02
1.170000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.878760000000000000e+14 5.005284022319400101e+05 5.005133515949199791e+05 5.004846132432899904e+05 1.563009999999999991e+03 9.980240000000000222e-01 1.383590000000000053e+01 1.167380000000000000e+14 9.944710000000000000e+12 6.279252343750000000e+14 1.023592341813957546e+03 1.214122176170349121e-01 1.272250432521104813e-02
1.180000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.867120000000000000e+14 5.002803068894600146e+05 5.004400274692400126e+05 5.004042860789200058e+05 1.562329999999999927e+03 9.980869999999999465e-01 2.683879999999999821e+00 1.115990000000000000e+14 9.988890000000000000e+12 4.705129296875000000e+14 9.304463543283493436e+02 1.244832053780555725e-01 1.122285146266222000e-02
1.190000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.577680000000000000e+14 5.003022514997299877e+05 5.003204288610600051e+05 5.005033861174900085e+05 1.545140000000000100e+03 9.983049999999999979e-01 9.484339999999999549e+00 1.106440000000000000e+14 9.493380000000000000e+12 5.382910546875000000e+14 9.727488464309793699e+02 1.196179986000061035e-01 1.280089188367128372e-02
1.200000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.733200000000000000e+14 5.002126296361300047e+05 5.002943476041199756e+05 5.001670916875199764e+05 1.554420000000000073e+03 9.980329999999999480e-01 3.892650000000000166e+00 1.261650000000000000e+14 8.650140000000000000e+12 5.988144921875000000e+14 1.007643811936880184e+03 1.285983324050903320e-01 1.126290392130613327e-02
1.210000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.128130000000000000e+14 5.004454790154700167e+05 5.005745194330699742e+05 5.004933059108500020e+05 1.517660000000000082e+03 9.980890000000000040e-01 8.645659999999999457e+00 1.018130000000000000e+14 9.253210000000000000e+12 3.927049218750000000e+14 8.766074286639774300e+02 1.198410093784332275e-01 1.202311925590038300e-02
1.220000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.279070000000000000e+14 5.003236518965800060e+05 5.002031882604000275e+05 5.001485334502300248e+05 1.586160000000000082e+03 9.981659999999999977e-01 3.806099999999999817e+00 1.194200000000000000e+14 9.522020000000000000e+12 6.289023046875000000e+14 1.024103831947532854e+03 1.280755698680877686e-01 1.115105021744966507e-02
1.230000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.100590000000000000e+14 5.004665606396700023e+05 5.002295055915699922e+05 5.003463017236199812e+05 1.575920000000000073e+03 9.984189999999999454e-01 4.665670000000000428e+00 1.104650000000000000e+14 1.062850000000000000e+13 6.503203125000000000e+14 1.035557038441310169e+03 1.088051497936248779e-01 1.369109656661748886e-02
1.240000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.079000000000000000e+14 5.007027373129500193e+05 5.007585580836299923e+05 5.004343327896400006e+05 1.574680000000000064e+03 9.979599999999999582e-01 3.890410000000000146e+00 1.102330000000000000e+14 1.088470000000000000e+13 6.256174218750000000e+14 1.022361168130576516e+03 1.125064343214035034e-01 1.381022110581398010e-02
1.250000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.338810000000000000e+14 5.001981852690799860e+05 5.007725269738499774e+05 5.001906396881199908e+05 1.589559999999999945e+03 9.979670000000000485e-01 2.939810000000000034e+00 1.153290000000000000e+14 1.067350000000000000e+13 5.523967578125000000e+14 9.811285026200233688e+02 1.147663146257400513e-01 1.341479364782571793e-02
1.260000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.345490000000000000e+14 5.002208443365399726e+05 5.004050974696300109e+05 5.003302750552300131e+05 1.531069999999999936e+03 9.980750000000000455e-01 1.970220000000000127e+01 1.098400000000000000e+14 9.450180000000000000e+12 5.603042187500000000e+14 9.857245048135577008e+02 1.196198016405105591e-01 1.213093474507331848e-02
1.270000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.126980000000000000e+14 5.004343451822500210e+05 5.006772849489700166e+05 5.004503222949400079e+05 1.577440000000000055e+03 9.982119999999999882e-01 4.496290000000000120e+00 1.229720000000000000e+14 9.950300000000000000e+12 6.409658203125000000e+14 1.030588081161328319e+03 1.199019253253936768e-01 1.251523289829492569e-02
1.280000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.665130000000000000e+14 5.005107229884500266e+05 5.004147354689199710e+05 5.003293564874799922e+05 1.488279999999999973e+03 9.978219999999999867e-01 1.093640000000000079e+01 1.045310000000000000e+14 9.454980000000000000e+12 4.714772656250000000e+14 9.310975600964912928e+02 1.187146604061126709e-01 1.335696410387754440e-02
1.290000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.410370000000000000e+14 5.005334223373000277e+05 5.003846695151500171e+05 5.004073997590100043e+05 1.593599999999999909e+03 9.982630000000000114e-01 3.274049999999999727e+01 1.360430000000000000e+14 9.955080000000000000e+12 7.089213281250000000e+14 1.065522726858326450e+03 1.358395665884017944e-01 1.229945290833711624e-02
1.300000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.923860000000000000e+14 5.005344934694599942e+05 5.004963091502700117e+05 5.005261139338900102e+05 1.565660000000000082e+03 9.981759999999999522e-01 9.127670000000000172e+00 1.204380000000000000e+14 1.047340000000000000e+13 6.133552734375000000e+14 1.015674295746306484e+03 1.227103248238563538e-01 1.348563097417354584e-02
1.310000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.610890000000000000e+14 5.003101713528099936e+05 5.001093918949000072e+05 5.003323499676599749e+05 1.484769999999999982e+03 9.979390000000000205e-01 2.329460000000000086e+00 9.365540000000000000e+13 9.032060000000000000e+12 4.258726171875000000e+14 9.003737627044124565e+02 1.091463267803192139e-01 1.403582375496625900e-02
1.320000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.002520000000000000e+14 5.004123060356299975e+05 5.003383945970999775e+05 5.003900152976500103e+05 1.509809999999999945e+03 9.984410000000000229e-01 2.585389999999999855e+00 1.042040000000000000e+14 9.188270000000000000e+12 4.934852343750000000e+14 9.452427783314039971e+02 1.185914576053619385e-01 1.405898295342922211e-02
1.330000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.084080000000000000e+14 5.005374316658300231e+05 5.002817532845900278e+05 5.003490235124300234e+05 1.574970000000000027e+03 9.982069999999999554e-01 4.588070000000000093e+00 1.176800000000000000e+14 9.554410000000000000e+12 6.611311718750000000e+14 1.041189109831274436e+03 1.246605738997459412e-01 1.099445670843124390e-02
1.340000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.048250000000000000e+14 5.003398308659499744e+05 5.003683150994899916e+05 5.001362190388200106e+05 1.447230000000000018e+03 9.982419999999999627e-01 3.281550000000000189e+00 9.084730000000000000e+13 7.969270000000000000e+12 4.784128125000000000e+14 9.355997558681337978e+02 1.173581555485725403e-01 1.346517261117696762e-02
1.350000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.670280000000000000e+14 5.004996011654500035e+05 5.003025680780400289e+05 5.003730307022699853e+05 1.550680000000000064e+03 9.976660000000000528e-01 5.122320000000000206e+00 1.181100000000000000e+14 9.613810000000000000e+12 6.450094140625000000e+14 1.032733680554697457e+03 1.241443380713462830e-01 1.175799593329429626e-02
1.360000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.809630000000000000e+14 5.003888306900199968e+05 5.013489042249799822e+05 5.002007528992400039e+05 1.558950000000000045e+03 9.983319999999999972e-01 3.421829999999999927e+00 9.996820000000000000e+13 1.036920000000000000e+13 4.337155078125000000e+14 9.058069456731032005e+02 1.105372905731201172e-01 1.146772038191556931e-02
1.370000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.340290000000000000e+14 5.005557847301900038e+05 5.005958268516900134e+05 5.006288844242399791e+05 1.530759999999999991e+03 9.980820000000000247e-01 4.708199999999999719e+00 1.135850000000000000e+14 8.655630000000000000e+12 5.782927734375000000e+14 9.960950350749919835e+02 1.270878911018371582e-01 1.114434469491243362e-02
1.380000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.109810000000000000e+14 5.004264930399499717e+05 5.004448125032900134e+05 5.005460793409899925e+05 1.516519999999999982e+03 9.982259999999999467e-01 -1.000000000000000000e+00 1.028790000000000000e+14 9.622490000000000000e+12 5.028033203125000000e+14 9.510812831129010192e+02 1.180547624826431274e-01 1.369205582886934280e-02
1.390000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.064390000000000000e+14 5.003212218668399728e+05 5.002600879320999957e+05 5.004680379669999820e+05 1.513690000000000055e+03 9.980489999999999640e-01 2.722679999999999989e+00 1.006920000000000000e+14 9.587840000000000000e+12 4.363745312500000000e+14 9.076444140584180786e+02 1.134677529335021973e-01 1.235696114599704742e-02
1.400000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.247620000000000000e+14 5.001842266037400113e+05 5.004947734257500269e+05 5.003447712413800182e+05 1.584359999999999900e+03 9.981630000000000225e-01 4.293339999999999712e+00 1.153880000000000000e+14 1.096690000000000000e+13 6.200009765625000000e+14 1.019307455264499595e+03 1.245309039950370789e-01 1.346152182668447495e-02
1.410000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.104920000000000000e+14 5.003960809924399946e+05 5.004642957990799914e+05 5.003445121374999871e+05 1.576170000000000073e+03 9.974499999999999478e-01 6.607910000000000394e+00 1.303510000000000000e+14 1.035270000000000000e+13 7.267245312500000000e+14 1.074299406415765361e+03 1.252551823854446411e-01 1.283060107380151749e-02
1.420000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 9.159450000000000000e+14 5.005154257959100069e+05 5.006523683398700086e+05 5.005944739725100226e+05 1.579309999999999945e+03 9.981119999999999992e-01 1.519020000000000081e+01 1.195790000000000000e+14 1.093490000000000000e+13 6.569559375000000000e+14 1.039012230405642867e+03 1.239692270755767822e-01 1.401486154645681381e-02
1.430000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.429850000000000000e+14 5.001164977512700134e+05 5.004190225449799909e+05 5.006418994494799990e+05 1.536210000000000036e+03 9.983849999999999669e-01 2.407059999999999977e+00 1.025990000000000000e+14 1.037630000000000000e+13 4.392612109375000000e+14 9.095896817009347615e+02 1.139841899275779724e-01 1.243675034493207932e-02
