# Omega_m=0.28 Omega_lambda=0.72 H_0=70 
# ------------------------------------------------------------
# Mtrue      : true mass within r_{500}^{true}
# Ms         : stellar mass within r_{500}^{true}
# Mg         : gas mass within r_{500}^{true}
# Mbcg       : bcg stellar mass
# ------------------------------------------------------------
# MsE(z)     : bestfit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_p   : upper limit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_m   : lower limit of MsE(z) relation [h_{70}^{-1}Msun]
# MgE(z)     : bestfit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_p   : upper limit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_m   : lower limit of MgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)   : bestfit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_p : upper limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_m : lower limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# ------------------------------------------------------------
# MtrueE(z) MsE(z) MsE(z)_p MsE(z)_m MgE(z) MgE(z)_p MgE(z)_m MbcgE(z) MbcgE(z)_p MbcgE(z)_m
2.576301e+15 3.246634e+13 4.980512e+13 2.222278e+13 4.432485e+14 8.215713e+14 6.492573e+13 1.958701e+12 2.934647e+12 1.334035e+12
2.607972e+15 3.279738e+13 5.040164e+13 2.240463e+13 4.501237e+14 8.370737e+14 6.317373e+13 1.970434e+12 2.956897e+12 1.339577e+12
2.640033e+15 3.313179e+13 5.100541e+13 2.258775e+13 4.571054e+14 8.528786e+14 6.133219e+13 1.982238e+12 2.979322e+12 1.345133e+12
2.672487e+15 3.346961e+13 5.161653e+13 2.277214e+13 4.641951e+14 8.689921e+14 5.939823e+13 1.994112e+12 3.001922e+12 1.350701e+12
2.705341e+15 3.381086e+13 5.223509e+13 2.295781e+13 4.713947e+14 8.854204e+14 5.736896e+13 2.006058e+12 3.024700e+12 1.356283e+12
2.738598e+15 3.415558e+13 5.286118e+13 2.314476e+13 4.787057e+14 9.021699e+14 5.524137e+13 2.018075e+12 3.047657e+12 1.361878e+12
2.772265e+15 3.450382e+13 5.349490e+13 2.333300e+13 4.861298e+14 9.192473e+14 5.301236e+13 2.030164e+12 3.070795e+12 1.367486e+12
2.806345e+15 3.485559e+13 5.413633e+13 2.352254e+13 4.936689e+14 9.366591e+14 5.067877e+13 2.042326e+12 3.094114e+12 1.373107e+12
2.840844e+15 3.521094e+13 5.478558e+13 2.371337e+13 5.013247e+14 9.544122e+14 4.823734e+13 2.054560e+12 3.117617e+12 1.378740e+12
2.875767e+15 3.556991e+13 5.544274e+13 2.390550e+13 5.090991e+14 9.725134e+14 4.568473e+13 2.066868e+12 3.141305e+12 1.384386e+12
2.911119e+15 3.593253e+13 5.610791e+13 2.409893e+13 5.169938e+14 9.909700e+14 4.301748e+13 2.079249e+12 3.165179e+12 1.390044e+12
2.946907e+15 3.629884e+13 5.678119e+13 2.429368e+13 5.250106e+14 1.009789e+15 4.023207e+13 2.091705e+12 3.189241e+12 1.395714e+12
2.983134e+15 3.666887e+13 5.746268e+13 2.448974e+13 5.331516e+14 1.028978e+15 3.732487e+13 2.104235e+12 3.213493e+12 1.401397e+12
3.019806e+15 3.704267e+13 5.815248e+13 2.468712e+13 5.414186e+14 1.048545e+15 3.429213e+13 2.116840e+12 3.237935e+12 1.407092e+12
3.056929e+15 3.742027e+13 5.885069e+13 2.488582e+13 5.498135e+14 1.068497e+15 3.113003e+13 2.129521e+12 3.262570e+12 1.412799e+12
3.094509e+15 3.780171e+13 5.955742e+13 2.508584e+13 5.583384e+14 1.088842e+15 2.783462e+13 2.142278e+12 3.287399e+12 1.418517e+12
3.132550e+15 3.818703e+13 6.027278e+13 2.528720e+13 5.669952e+14 1.109589e+15 2.440186e+13 2.155111e+12 3.312424e+12 1.424247e+12
3.171059e+15 3.857627e+13 6.099687e+13 2.548989e+13 5.757860e+14 1.130744e+15 2.082758e+13 2.168021e+12 3.337647e+12 1.429989e+12
3.210042e+15 3.896947e+13 6.172979e+13 2.569391e+13 5.847128e+14 1.152318e+15 1.710752e+13 2.181008e+12 3.363068e+12 1.435742e+12
3.249504e+15 3.936667e+13 6.247167e+13 2.589928e+13 5.937778e+14 1.174318e+15 1.323729e+13 2.194074e+12 3.388689e+12 1.441506e+12
3.289451e+15 3.976791e+13 6.322261e+13 2.610599e+13 6.029831e+14 1.196754e+15 9.212372e+12 2.207217e+12 3.414513e+12 1.447281e+12
3.329889e+15 4.017323e+13 6.398273e+13 2.631404e+13 6.123308e+14 1.219633e+15 5.028140e+12 2.220439e+12 3.440541e+12 1.453067e+12
3.370824e+15 4.058267e+13 6.475213e+13 2.652345e+13 6.218232e+14 1.242966e+15 6.798349e+11 2.233740e+12 3.466775e+12 1.458864e+12
3.412262e+15 4.099627e+13 6.553094e+13 2.673421e+13 6.314624e+14 1.266762e+15 -3.837430e+12 2.247122e+12 3.493215e+12 1.464672e+12
3.454210e+15 4.141408e+13 6.631927e+13 2.694632e+13 6.412508e+14 1.291030e+15 -8.528674e+12 2.260583e+12 3.519865e+12 1.470490e+12
3.496673e+15 4.183614e+13 6.711723e+13 2.715979e+13 6.511907e+14 1.315780e+15 -1.339905e+13 2.274125e+12 3.546725e+12 1.476318e+12
3.539659e+15 4.226249e+13 6.792496e+13 2.737463e+13 6.612843e+14 1.341022e+15 -1.845386e+13 2.287748e+12 3.573798e+12 1.482156e+12
3.583173e+15 4.269318e+13 6.874257e+13 2.759082e+13 6.715341e+14 1.366767e+15 -2.369855e+13 2.301452e+12 3.601085e+12 1.488004e+12
3.627222e+15 4.312824e+13 6.957018e+13 2.780839e+13 6.819425e+14 1.393024e+15 -2.913869e+13 2.315239e+12 3.628587e+12 1.493862e+12
3.671812e+15 4.356773e+13 7.040792e+13 2.802732e+13 6.925119e+14 1.419804e+15 -3.478002e+13 2.329108e+12 3.656307e+12 1.499730e+12
3.716950e+15 4.401169e+13 7.125591e+13 2.824762e+13 7.032449e+14 1.447118e+15 -4.062844e+13 2.343060e+12 3.684247e+12 1.505607e+12
3.762644e+15 4.446016e+13 7.211429e+13 2.846929e+13 7.141439e+14 1.474978e+15 -4.669000e+13 2.357096e+12 3.712408e+12 1.511493e+12
3.808899e+15 4.491319e+13 7.298318e+13 2.869234e+13 7.252115e+14 1.503394e+15 -5.297092e+13 2.371216e+12 3.740792e+12 1.517388e+12
3.855722e+15 4.537083e+13 7.386271e+13 2.891676e+13 7.364502e+14 1.532378e+15 -5.947757e+13 2.385421e+12 3.769401e+12 1.523292e+12
3.903122e+15 4.583312e+13 7.475302e+13 2.914255e+13 7.478629e+14 1.561942e+15 -6.621652e+13 2.399711e+12 3.798237e+12 1.529204e+12
3.951104e+15 4.630011e+13 7.565424e+13 2.936973e+13 7.594521e+14 1.592099e+15 -7.319448e+13 2.414086e+12 3.827301e+12 1.535125e+12
3.999676e+15 4.677185e+13 7.656651e+13 2.959828e+13 7.712205e+14 1.622859e+15 -8.041838e+13 2.428547e+12 3.856596e+12 1.541054e+12
4.048845e+15 4.724838e+13 7.748996e+13 2.982821e+13 7.831710e+14 1.654237e+15 -8.789532e+13 2.443095e+12 3.886123e+12 1.546991e+12
4.098618e+15 4.772976e+13 7.842473e+13 3.005952e+13 7.953063e+14 1.686245e+15 -9.563257e+13 2.457731e+12 3.915884e+12 1.552936e+12
4.149003e+15 4.821603e+13 7.937098e+13 3.029221e+13 8.076293e+14 1.718896e+15 -1.036376e+14 2.472453e+12 3.945882e+12 1.558889e+12
4.200008e+15 4.870724e+13 8.032883e+13 3.052629e+13 8.201428e+14 1.752204e+15 -1.119182e+14 2.487264e+12 3.976118e+12 1.564848e+12
4.251640e+15 4.920345e+13 8.129843e+13 3.076174e+13 8.328499e+14 1.786182e+15 -1.204821e+14 2.502164e+12 4.006594e+12 1.570815e+12
4.303906e+15 4.970470e+13 8.227994e+13 3.099857e+13 8.457536e+14 1.820845e+15 -1.293375e+14 2.517153e+12 4.037313e+12 1.576789e+12
4.356815e+15 5.021105e+13 8.327350e+13 3.123678e+13 8.588567e+14 1.856206e+15 -1.384927e+14 2.532232e+12 4.068275e+12 1.582769e+12
4.410374e+15 5.072254e+13 8.427925e+13 3.147638e+13 8.721625e+14 1.892281e+15 -1.479562e+14 2.547401e+12 4.099484e+12 1.588756e+12
4.464592e+15 5.123923e+13 8.529736e+13 3.171735e+13 8.856741e+14 1.929085e+15 -1.577369e+14 2.562661e+12 4.130941e+12 1.594749e+12
4.519477e+15 5.176118e+13 8.632798e+13 3.195969e+13 8.993946e+14 1.966633e+15 -1.678436e+14 2.578013e+12 4.162648e+12 1.600748e+12
4.575036e+15 5.228842e+13 8.737127e+13 3.220342e+13 9.133272e+14 2.004940e+15 -1.782857e+14 2.593456e+12 4.194607e+12 1.606752e+12
4.631278e+15 5.282103e+13 8.842738e+13 3.244852e+13 9.274753e+14 2.044023e+15 -1.890727e+14 2.608992e+12 4.226821e+12 1.612762e+12
4.688211e+15 5.335905e+13 8.949647e+13 3.269499e+13 9.418421e+14 2.083898e+15 -2.002143e+14 2.624621e+12 4.259292e+12 1.618777e+12
4.745844e+15 5.390254e+13 9.057871e+13 3.294283e+13 9.564311e+14 2.124583e+15 -2.117204e+14 2.640344e+12 4.292021e+12 1.624797e+12
4.804186e+15 5.445155e+13 9.167426e+13 3.319204e+13 9.712456e+14 2.166093e+15 -2.236014e+14 2.656160e+12 4.325010e+12 1.630821e+12
4.863245e+15 5.500614e+13 9.278329e+13 3.344261e+13 9.862891e+14 2.208446e+15 -2.358678e+14 2.672072e+12 4.358263e+12 1.636850e+12
4.923030e+15 5.556636e+13 9.390596e+13 3.369455e+13 1.001565e+15 2.251661e+15 -2.485304e+14 2.688079e+12 4.391781e+12 1.642883e+12
4.983550e+15 5.613228e+13 9.504246e+13 3.394785e+13 1.017078e+15 2.295755e+15 -2.616004e+14 2.704181e+12 4.425567e+12 1.648920e+12
5.044814e+15 5.670395e+13 9.619295e+13 3.420250e+13 1.032830e+15 2.340748e+15 -2.750891e+14 2.720381e+12 4.459621e+12 1.654960e+12
5.106831e+15 5.728143e+13 9.735760e+13 3.445851e+13 1.048825e+15 2.386659e+15 -2.890083e+14 2.736677e+12 4.493948e+12 1.661003e+12
5.169611e+15 5.786477e+13 9.853660e+13 3.471587e+13 1.065068e+15 2.433506e+15 -3.033700e+14 2.753071e+12 4.528549e+12 1.667049e+12
5.233162e+15 5.845405e+13 9.973013e+13 3.497457e+13 1.081562e+15 2.481310e+15 -3.181864e+14 2.769563e+12 4.563426e+12 1.673098e+12
5.297494e+15 5.904930e+13 1.009384e+14 3.523461e+13 1.098311e+15 2.530092e+15 -3.334704e+14 2.786154e+12 4.598581e+12 1.679149e+12
5.362618e+15 5.965061e+13 1.021615e+14 3.549598e+13 1.115319e+15 2.579872e+15 -3.492348e+14 2.802844e+12 4.634018e+12 1.685202e+12
5.428542e+15 6.025803e+13 1.033997e+14 3.575869e+13 1.132589e+15 2.630671e+15 -3.654930e+14 2.819634e+12 4.669738e+12 1.691256e+12
5.495276e+15 6.087162e+13 1.046532e+14 3.602272e+13 1.150127e+15 2.682512e+15 -3.822588e+14 2.836525e+12 4.705743e+12 1.697312e+12
5.562831e+15 6.149144e+13 1.059221e+14 3.628806e+13 1.167935e+15 2.735417e+15 -3.995462e+14 2.853517e+12 4.742037e+12 1.703369e+12
5.631216e+15 6.211756e+13 1.072067e+14 3.655472e+13 1.186019e+15 2.789408e+15 -4.173696e+14 2.870611e+12 4.778620e+12 1.709426e+12
5.700442e+15 6.275004e+13 1.085072e+14 3.682268e+13 1.204382e+15 2.844508e+15 -4.357439e+14 2.887807e+12 4.815497e+12 1.715484e+12
5.770519e+15 6.338894e+13 1.098237e+14 3.709194e+13 1.223029e+15 2.900743e+15 -4.546842e+14 2.905106e+12 4.852669e+12 1.721541e+12
5.841457e+15 6.403434e+13 1.111564e+14 3.736250e+13 1.241965e+15 2.958135e+15 -4.742061e+14 2.922509e+12 4.890139e+12 1.727598e+12
5.913268e+15 6.468629e+13 1.125056e+14 3.763433e+13 1.261192e+15 3.016711e+15 -4.943258e+14 2.940016e+12 4.927909e+12 1.733655e+12
5.985961e+15 6.534486e+13 1.138715e+14 3.790744e+13 1.280717e+15 3.076494e+15 -5.150596e+14 2.957628e+12 4.965981e+12 1.739710e+12
6.059548e+15 6.601012e+13 1.152543e+14 3.818181e+13 1.300544e+15 3.137512e+15 -5.364244e+14 2.975345e+12 5.004359e+12 1.745763e+12
6.134039e+15 6.668214e+13 1.166541e+14 3.845744e+13 1.320677e+15 3.199791e+15 -5.584375e+14 2.993169e+12 5.043045e+12 1.751815e+12
6.209446e+15 6.736099e+13 1.180713e+14 3.873432e+13 1.341121e+15 3.263359e+15 -5.811168e+14 3.011099e+12 5.082041e+12 1.757865e+12
6.285781e+15 6.804673e+13 1.195060e+14 3.901244e+13 1.361881e+15 3.328242e+15 -6.044805e+14 3.029137e+12 5.121349e+12 1.763911e+12
6.363053e+15 6.873943e+13 1.209584e+14 3.929178e+13 1.382961e+15 3.394470e+15 -6.285472e+14 3.047283e+12 5.160974e+12 1.769955e+12
6.441276e+15 6.943917e+13 1.224288e+14 3.957234e+13 1.404368e+15 3.462072e+15 -6.533363e+14 3.065537e+12 5.200917e+12 1.775995e+12
6.520460e+15 7.014602e+13 1.239173e+14 3.985411e+13 1.426105e+15 3.531077e+15 -6.788675e+14 3.083901e+12 5.241180e+12 1.782032e+12
6.600617e+15 7.086005e+13 1.254244e+14 4.013707e+13 1.448178e+15 3.601516e+15 -7.051610e+14 3.102375e+12 5.281767e+12 1.788064e+12
6.681760e+15 7.158132e+13 1.269500e+14 4.042121e+13 1.470591e+15 3.673420e+15 -7.322375e+14 3.120960e+12 5.322681e+12 1.794091e+12
6.763901e+15 7.230992e+13 1.284946e+14 4.070652e+13 1.493351e+15 3.746821e+15 -7.601186e+14 3.139656e+12 5.363923e+12 1.800113e+12
6.847051e+15 7.304592e+13 1.300583e+14 4.099298e+13 1.516463e+15 3.821752e+15 -7.888259e+14 3.158463e+12 5.405497e+12 1.806129e+12
6.931224e+15 7.378940e+13 1.316413e+14 4.128059e+13 1.539932e+15 3.898245e+15 -8.183821e+14 3.177384e+12 5.447405e+12 1.812140e+12
7.016431e+15 7.454042e+13 1.332440e+14 4.156932e+13 1.563763e+15 3.976335e+15 -8.488102e+14 3.196418e+12 5.489651e+12 1.818144e+12
7.102685e+15 7.529907e+13 1.348666e+14 4.185917e+13 1.587962e+15 4.056057e+15 -8.801338e+14 3.215566e+12 5.532237e+12 1.824141e+12
7.190000e+15 7.606543e+13 1.365092e+14 4.215012e+13 1.612535e+15 4.137447e+15 -9.123772e+14 3.234828e+12 5.575166e+12 1.830130e+12
7.278389e+15 7.683956e+13 1.381723e+14 4.244215e+13 1.637487e+15 4.220540e+15 -9.455653e+14 3.254206e+12 5.618441e+12 1.836112e+12
7.367864e+15 7.762155e+13 1.398560e+14 4.273524e+13 1.662825e+15 4.305374e+15 -9.797238e+14 3.273700e+12 5.662065e+12 1.842085e+12
7.458439e+15 7.841149e+13 1.415605e+14 4.302938e+13 1.688554e+15 4.391987e+15 -1.014879e+15 3.293311e+12 5.706040e+12 1.848049e+12
7.550127e+15 7.920944e+13 1.432862e+14 4.332455e+13 1.714680e+15 4.480418e+15 -1.051058e+15 3.313040e+12 5.750370e+12 1.854004e+12
7.642943e+15 8.001550e+13 1.450334e+14 4.362074e+13 1.741210e+15 4.570708e+15 -1.088287e+15 3.332886e+12 5.795058e+12 1.859949e+12
7.736899e+15 8.082974e+13 1.468022e+14 4.391792e+13 1.768150e+15 4.662896e+15 -1.126597e+15 3.352852e+12 5.840107e+12 1.865884e+12
7.832011e+15 8.165224e+13 1.485930e+14 4.421607e+13 1.795505e+15 4.757025e+15 -1.166015e+15 3.372937e+12 5.885519e+12 1.871808e+12
7.928292e+15 8.248310e+13 1.504061e+14 4.451518e+13 1.823283e+15 4.853138e+15 -1.206571e+15 3.393142e+12 5.931297e+12 1.877720e+12
8.025756e+15 8.332239e+13 1.522417e+14 4.481522e+13 1.851490e+15 4.951277e+15 -1.248297e+15 3.413468e+12 5.977446e+12 1.883621e+12
8.124418e+15 8.417020e+13 1.541001e+14 4.511617e+13 1.880132e+15 5.051489e+15 -1.291224e+15 3.433916e+12 6.023968e+12 1.889508e+12
8.224294e+15 8.502661e+13 1.559816e+14 4.541802e+13 1.909217e+15 5.153817e+15 -1.335383e+15 3.454487e+12 6.070865e+12 1.895383e+12
8.325397e+15 8.589172e+13 1.578865e+14 4.572073e+13 1.938751e+15 5.258310e+15 -1.380809e+15 3.475181e+12 6.118142e+12 1.901245e+12
8.427743e+15 8.676561e+13 1.598151e+14 4.602428e+13 1.968740e+15 5.365015e+15 -1.427535e+15 3.495999e+12 6.165802e+12 1.907092e+12
8.531347e+15 8.764837e+13 1.617677e+14 4.632866e+13 1.999193e+15 5.473981e+15 -1.475596e+15 3.516941e+12 6.213847e+12 1.912924e+12
8.636225e+15 8.854009e+13 1.637446e+14 4.663383e+13 2.030115e+15 5.585258e+15 -1.525027e+15 3.538009e+12 6.262281e+12 1.918741e+12
8.742392e+15 8.944086e+13 1.657462e+14 4.693976e+13 2.061515e+15 5.698898e+15 -1.575867e+15 3.559203e+12 6.311107e+12 1.924542e+12
8.849865e+15 9.035077e+13 1.677726e+14 4.724644e+13 2.093400e+15 5.814952e+15 -1.628152e+15 3.580525e+12 6.360329e+12 1.930326e+12
8.958658e+15 9.126992e+13 1.698243e+14 4.755384e+13 2.125777e+15 5.933474e+15 -1.681920e+15 3.601973e+12 6.409949e+12 1.936093e+12
9.068789e+15 9.219839e+13 1.719016e+14 4.786192e+13 2.158654e+15 6.054520e+15 -1.737213e+15 3.623551e+12 6.459972e+12 1.941843e+12
9.180274e+15 9.313629e+13 1.740047e+14 4.817066e+13 2.192038e+15 6.178145e+15 -1.794070e+15 3.645257e+12 6.510401e+12 1.947574e+12
9.293129e+15 9.408371e+13 1.761341e+14 4.848002e+13 2.225937e+15 6.304408e+15 -1.852533e+15 3.667094e+12 6.561238e+12 1.953286e+12
9.407372e+15 9.504074e+13 1.782900e+14 4.878998e+13 2.260360e+15 6.433365e+15 -1.912646e+15 3.689061e+12 6.612488e+12 1.958978e+12
9.523019e+15 9.600748e+13 1.804728e+14 4.910051e+13 2.295313e+15 6.565079e+15 -1.974452e+15 3.711160e+12 6.664155e+12 1.964650e+12
9.640088e+15 9.698403e+13 1.826828e+14 4.941157e+13 2.330807e+15 6.699610e+15 -2.037996e+15 3.733392e+12 6.716240e+12 1.970301e+12
9.758596e+15 9.797050e+13 1.849204e+14 4.972313e+13 2.366848e+15 6.837021e+15 -2.103326e+15 3.755757e+12 6.768749e+12 1.975930e+12
9.878560e+15 9.896697e+13 1.871860e+14 5.003516e+13 2.403445e+15 6.977377e+15 -2.170487e+15 3.778255e+12 6.821684e+12 1.981537e+12
1.000000e+16 9.997355e+13 1.894798e+14 5.034762e+13 2.440607e+15 7.120744e+15 -2.239530e+15 3.800888e+12 6.875050e+12 1.987121e+12
