# Omega_m=0.28 Omega_lambda=0.72 H_0=70 
# ------------------------------------------------------------
# Mtrue      : true mass within r_{500}^{true}
# Ms         : stellar mass within r_{500}^{true}
# Mg         : gas mass within r_{500}^{true}
# Mbcg       : bcg stellar mass
# ------------------------------------------------------------
# MsE(z)     : bestfit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_p   : upper limit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_m   : lower limit of MsE(z) relation [h_{70}^{-1}Msun]
# MgE(z)     : bestfit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_p   : upper limit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_m   : lower limit of MgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)   : bestfit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_p : upper limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_m : lower limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# ------------------------------------------------------------
# MtrueE(z) MsE(z) MsE(z)_p MsE(z)_m MgE(z) MgE(z)_p MgE(z)_m MbcgE(z) MbcgE(z)_p MbcgE(z)_m
4.351914e+13 1.084251e+12 1.189446e+12 9.685478e+11 2.540862e+12 2.857190e+12 2.224534e+12 2.664545e+11 2.924723e+11 2.403822e+11
4.405413e+13 1.095374e+12 1.200801e+12 9.794770e+11 2.580575e+12 2.898857e+12 2.262294e+12 2.680507e+11 2.940285e+11 2.420244e+11
4.459570e+13 1.106611e+12 1.212271e+12 9.905230e+11 2.620909e+12 2.941137e+12 2.300681e+12 2.696564e+11 2.955954e+11 2.436758e+11
4.514393e+13 1.117963e+12 1.223860e+12 1.001687e+12 2.661872e+12 2.984041e+12 2.339703e+12 2.712718e+11 2.971733e+11 2.453363e+11
4.569889e+13 1.129432e+12 1.235567e+12 1.012970e+12 2.703474e+12 3.027579e+12 2.379370e+12 2.728968e+11 2.987622e+11 2.470061e+11
4.626068e+13 1.141018e+12 1.247395e+12 1.024372e+12 2.745726e+12 3.071760e+12 2.419692e+12 2.745316e+11 3.003623e+11 2.486849e+11
4.682937e+13 1.152722e+12 1.259346e+12 1.035896e+12 2.788637e+12 3.116595e+12 2.460680e+12 2.761761e+11 3.019738e+11 2.503729e+11
4.740506e+13 1.164547e+12 1.271420e+12 1.047541e+12 2.832219e+12 3.162094e+12 2.502343e+12 2.778306e+11 3.035968e+11 2.520699e+11
4.798782e+13 1.176492e+12 1.283619e+12 1.059309e+12 2.876480e+12 3.208268e+12 2.544692e+12 2.794949e+11 3.052314e+11 2.537760e+11
4.857775e+13 1.188560e+12 1.295945e+12 1.071201e+12 2.921432e+12 3.255129e+12 2.587736e+12 2.811692e+11 3.068780e+11 2.554912e+11
4.917492e+13 1.200752e+12 1.308400e+12 1.083217e+12 2.967086e+12 3.302686e+12 2.631486e+12 2.828535e+11 3.085365e+11 2.572153e+11
4.977944e+13 1.213068e+12 1.320985e+12 1.095360e+12 3.013452e+12 3.350952e+12 2.675953e+12 2.845479e+11 3.102072e+11 2.589485e+11
5.039139e+13 1.225511e+12 1.333703e+12 1.107629e+12 3.060542e+12 3.399938e+12 2.721147e+12 2.862525e+11 3.118902e+11 2.606906e+11
5.101087e+13 1.238081e+12 1.346554e+12 1.120025e+12 3.108367e+12 3.449657e+12 2.767078e+12 2.879672e+11 3.135858e+11 2.624416e+11
5.163796e+13 1.250779e+12 1.359542e+12 1.132551e+12 3.156939e+12 3.500119e+12 2.813758e+12 2.896923e+11 3.152940e+11 2.642014e+11
5.227275e+13 1.263608e+12 1.372666e+12 1.145206e+12 3.206268e+12 3.551339e+12 2.861197e+12 2.914277e+11 3.170152e+11 2.659701e+11
5.291535e+13 1.276568e+12 1.385931e+12 1.157991e+12 3.256367e+12 3.603328e+12 2.909407e+12 2.931735e+11 3.187494e+11 2.677475e+11
5.356586e+13 1.289661e+12 1.399336e+12 1.170908e+12 3.307248e+12 3.656100e+12 2.958397e+12 2.949297e+11 3.204969e+11 2.695337e+11
5.422435e+13 1.302888e+12 1.412886e+12 1.183957e+12 3.358923e+12 3.709667e+12 3.008180e+12 2.966964e+11 3.222578e+11 2.713286e+11
5.489095e+13 1.316251e+12 1.426580e+12 1.197140e+12 3.411405e+12 3.764045e+12 3.058765e+12 2.984738e+11 3.240324e+11 2.731320e+11
5.556573e+13 1.329750e+12 1.440422e+12 1.210456e+12 3.464705e+12 3.819246e+12 3.110165e+12 3.002618e+11 3.258209e+11 2.749440e+11
5.624882e+13 1.343387e+12 1.454414e+12 1.223908e+12 3.518837e+12 3.875285e+12 3.162390e+12 3.020605e+11 3.276234e+11 2.767646e+11
5.694030e+13 1.357164e+12 1.468557e+12 1.237495e+12 3.573814e+12 3.932176e+12 3.215452e+12 3.038699e+11 3.294402e+11 2.785935e+11
5.764028e+13 1.371083e+12 1.482855e+12 1.251219e+12 3.629649e+12 3.989936e+12 3.269362e+12 3.056902e+11 3.312715e+11 2.804309e+11
5.834886e+13 1.385143e+12 1.497308e+12 1.265081e+12 3.686355e+12 4.048579e+12 3.324131e+12 3.075215e+11 3.331175e+11 2.822765e+11
5.906616e+13 1.399348e+12 1.511921e+12 1.279081e+12 3.743945e+12 4.108121e+12 3.379770e+12 3.093636e+11 3.349784e+11 2.841304e+11
5.979227e+13 1.413698e+12 1.526693e+12 1.293221e+12 3.802435e+12 4.168579e+12 3.436291e+12 3.112169e+11 3.368544e+11 2.859925e+11
6.052732e+13 1.428195e+12 1.541630e+12 1.307500e+12 3.861836e+12 4.229969e+12 3.493704e+12 3.130812e+11 3.387458e+11 2.878627e+11
6.127139e+13 1.442841e+12 1.556731e+12 1.321921e+12 3.922165e+12 4.292308e+12 3.552022e+12 3.149567e+11 3.406527e+11 2.897409e+11
6.202462e+13 1.457636e+12 1.572001e+12 1.336483e+12 3.983435e+12 4.355614e+12 3.611256e+12 3.168434e+11 3.425755e+11 2.916270e+11
6.278710e+13 1.472583e+12 1.587442e+12 1.351187e+12 4.045661e+12 4.419905e+12 3.671416e+12 3.187414e+11 3.445144e+11 2.935211e+11
6.355896e+13 1.487683e+12 1.603055e+12 1.366035e+12 4.108857e+12 4.485199e+12 3.732515e+12 3.206508e+11 3.464695e+11 2.954229e+11
6.434030e+13 1.502938e+12 1.618845e+12 1.381026e+12 4.173039e+12 4.551517e+12 3.794562e+12 3.225717e+11 3.484411e+11 2.973324e+11
6.513125e+13 1.518348e+12 1.634813e+12 1.396162e+12 4.238223e+12 4.618876e+12 3.857570e+12 3.245040e+11 3.504295e+11 2.992496e+11
6.593193e+13 1.533917e+12 1.650962e+12 1.411443e+12 4.304424e+12 4.687298e+12 3.921549e+12 3.264479e+11 3.524349e+11 3.011743e+11
6.674244e+13 1.549645e+12 1.667295e+12 1.426870e+12 4.371657e+12 4.756803e+12 3.986511e+12 3.284035e+11 3.544576e+11 3.031065e+11
6.756292e+13 1.565534e+12 1.683816e+12 1.442444e+12 4.439939e+12 4.827413e+12 4.052466e+12 3.303707e+11 3.564977e+11 3.050460e+11
6.839349e+13 1.581585e+12 1.700526e+12 1.458165e+12 4.509286e+12 4.899148e+12 4.119424e+12 3.323498e+11 3.585556e+11 3.069929e+11
6.923427e+13 1.597801e+12 1.717428e+12 1.474034e+12 4.579715e+12 4.972033e+12 4.187398e+12 3.343407e+11 3.606315e+11 3.089470e+11
7.008538e+13 1.614183e+12 1.734527e+12 1.490052e+12 4.651243e+12 5.046089e+12 4.256397e+12 3.363436e+11 3.627256e+11 3.109082e+11
7.094696e+13 1.630732e+12 1.751824e+12 1.506219e+12 4.723886e+12 5.121341e+12 4.326431e+12 3.383584e+11 3.648382e+11 3.128764e+11
7.181913e+13 1.647451e+12 1.769323e+12 1.522535e+12 4.797662e+12 5.197813e+12 4.397512e+12 3.403853e+11 3.669695e+11 3.148516e+11
7.270202e+13 1.664342e+12 1.787027e+12 1.539002e+12 4.872590e+12 5.275531e+12 4.469648e+12 3.424244e+11 3.691198e+11 3.168337e+11
7.359576e+13 1.681405e+12 1.804939e+12 1.555620e+12 4.948685e+12 5.354519e+12 4.542852e+12 3.444756e+11 3.712893e+11 3.188226e+11
7.450049e+13 1.698642e+12 1.823062e+12 1.572390e+12 5.025968e+12 5.434804e+12 4.617131e+12 3.465392e+11 3.734784e+11 3.208182e+11
7.541634e+13 1.716056e+12 1.841401e+12 1.589311e+12 5.104456e+12 5.516415e+12 4.692497e+12 3.486151e+11 3.756871e+11 3.228205e+11
7.634345e+13 1.733649e+12 1.859957e+12 1.606386e+12 5.184168e+12 5.599377e+12 4.768958e+12 3.507035e+11 3.779158e+11 3.248293e+11
7.728196e+13 1.751421e+12 1.878735e+12 1.623613e+12 5.265123e+12 5.683721e+12 4.846524e+12 3.528043e+11 3.801648e+11 3.268446e+11
7.823201e+13 1.769376e+12 1.897737e+12 1.640995e+12 5.347341e+12 5.769476e+12 4.925205e+12 3.549178e+11 3.824342e+11 3.288664e+11
7.919373e+13 1.787514e+12 1.916968e+12 1.658531e+12 5.430840e+12 5.856671e+12 5.005010e+12 3.570439e+11 3.847244e+11 3.308944e+11
8.016728e+13 1.805837e+12 1.936431e+12 1.676221e+12 5.515642e+12 5.945338e+12 5.085947e+12 3.591827e+11 3.870355e+11 3.329288e+11
8.115280e+13 1.824349e+12 1.956130e+12 1.694068e+12 5.601767e+12 6.035509e+12 5.168025e+12 3.613344e+11 3.893678e+11 3.349694e+11
8.215043e+13 1.843049e+12 1.976067e+12 1.712070e+12 5.689235e+12 6.127215e+12 5.251254e+12 3.634989e+11 3.917215e+11 3.370162e+11
8.316032e+13 1.861942e+12 1.996247e+12 1.730229e+12 5.778066e+12 6.220491e+12 5.335641e+12 3.656764e+11 3.940970e+11 3.390691e+11
8.418263e+13 1.881027e+12 2.016673e+12 1.748545e+12 5.868283e+12 6.315369e+12 5.421197e+12 3.678670e+11 3.964943e+11 3.411281e+11
8.521751e+13 1.900308e+12 2.037350e+12 1.767019e+12 5.959906e+12 6.411885e+12 5.507928e+12 3.700707e+11 3.989138e+11 3.431930e+11
8.626511e+13 1.919786e+12 2.058280e+12 1.785651e+12 6.052958e+12 6.510073e+12 5.595843e+12 3.722876e+11 4.013556e+11 3.452639e+11
8.732558e+13 1.939463e+12 2.079468e+12 1.804443e+12 6.147461e+12 6.609972e+12 5.684951e+12 3.745177e+11 4.038201e+11 3.473408e+11
8.839910e+13 1.959342e+12 2.100917e+12 1.823394e+12 6.243438e+12 6.711616e+12 5.775260e+12 3.767612e+11 4.063073e+11 3.494235e+11
8.948581e+13 1.979425e+12 2.122631e+12 1.842505e+12 6.340911e+12 6.815043e+12 5.866779e+12 3.790182e+11 4.088176e+11 3.515121e+11
9.058588e+13 1.999712e+12 2.144615e+12 1.861777e+12 6.439904e+12 6.920292e+12 5.959515e+12 3.812887e+11 4.113512e+11 3.536066e+11
9.169947e+13 2.020208e+12 2.166871e+12 1.881211e+12 6.540440e+12 7.027402e+12 6.053477e+12 3.835728e+11 4.139082e+11 3.557068e+11
9.282676e+13 2.040913e+12 2.189404e+12 1.900808e+12 6.642543e+12 7.136413e+12 6.148674e+12 3.858705e+11 4.164889e+11 3.578128e+11
9.396790e+13 2.061830e+12 2.212218e+12 1.920568e+12 6.746239e+12 7.247363e+12 6.245114e+12 3.881821e+11 4.190935e+11 3.599246e+11
9.512307e+13 2.082961e+12 2.235317e+12 1.940491e+12 6.851551e+12 7.360295e+12 6.342806e+12 3.905074e+11 4.217222e+11 3.620422e+11
9.629244e+13 2.104308e+12 2.258705e+12 1.960580e+12 6.958504e+12 7.475249e+12 6.441760e+12 3.928467e+11 4.243752e+11 3.641656e+11
9.747619e+13 2.125873e+12 2.282385e+12 1.980834e+12 7.067126e+12 7.592268e+12 6.541984e+12 3.952001e+11 4.270526e+11 3.662947e+11
9.867448e+13 2.147660e+12 2.306362e+12 2.001255e+12 7.177440e+12 7.711393e+12 6.643487e+12 3.975675e+11 4.297547e+11 3.684296e+11
9.988751e+13 2.169669e+12 2.330639e+12 2.021843e+12 7.289474e+12 7.832668e+12 6.746280e+12 3.999491e+11 4.324818e+11 3.705703e+11
1.011155e+14 2.191903e+12 2.355221e+12 2.042600e+12 7.403255e+12 7.956137e+12 6.850373e+12 4.023449e+11 4.352338e+11 3.727167e+11
1.023585e+14 2.214365e+12 2.380112e+12 2.063526e+12 7.518809e+12 8.081843e+12 6.955775e+12 4.047552e+11 4.380111e+11 3.748690e+11
1.036168e+14 2.237057e+12 2.405316e+12 2.084623e+12 7.636164e+12 8.209831e+12 7.062498e+12 4.071798e+11 4.408139e+11 3.770271e+11
1.048906e+14 2.259981e+12 2.430837e+12 2.105891e+12 7.755349e+12 8.340146e+12 7.170552e+12 4.096190e+11 4.436422e+11 3.791911e+11
1.061800e+14 2.283139e+12 2.456679e+12 2.127332e+12 7.876391e+12 8.472833e+12 7.279950e+12 4.120728e+11 4.464963e+11 3.813610e+11
1.074853e+14 2.306534e+12 2.482846e+12 2.148947e+12 7.999320e+12 8.607938e+12 7.390702e+12 4.145413e+11 4.493764e+11 3.835368e+11
1.088067e+14 2.330169e+12 2.509343e+12 2.170737e+12 8.124165e+12 8.745508e+12 7.502822e+12 4.170246e+11 4.522826e+11 3.857186e+11
1.101443e+14 2.354045e+12 2.536172e+12 2.192703e+12 8.250956e+12 8.885590e+12 7.616322e+12 4.195227e+11 4.552150e+11 3.879063e+11
1.114983e+14 2.378166e+12 2.563339e+12 2.214847e+12 8.379723e+12 9.028231e+12 7.731216e+12 4.220358e+11 4.581740e+11 3.901002e+11
1.128690e+14 2.402533e+12 2.590848e+12 2.237170e+12 8.510497e+12 9.173478e+12 7.847516e+12 4.245640e+11 4.611595e+11 3.923001e+11
1.142565e+14 2.427150e+12 2.618703e+12 2.259674e+12 8.643309e+12 9.321381e+12 7.965238e+12 4.271073e+11 4.641719e+11 3.945062e+11
1.156611e+14 2.452019e+12 2.646908e+12 2.282359e+12 8.778191e+12 9.471987e+12 8.084395e+12 4.296659e+11 4.672112e+11 3.967186e+11
1.170829e+14 2.477141e+12 2.675467e+12 2.305227e+12 8.915175e+12 9.625347e+12 8.205002e+12 4.322398e+11 4.702776e+11 3.989371e+11
1.185223e+14 2.502521e+12 2.704385e+12 2.328281e+12 9.054293e+12 9.781510e+12 8.327076e+12 4.348291e+11 4.733713e+11 4.011621e+11
1.199793e+14 2.528161e+12 2.733666e+12 2.351520e+12 9.195580e+12 9.940527e+12 8.450632e+12 4.374339e+11 4.764924e+11 4.033934e+11
1.214542e+14 2.554062e+12 2.763314e+12 2.374948e+12 9.339068e+12 1.010245e+13 8.575687e+12 4.400543e+11 4.796411e+11 4.056311e+11
1.229473e+14 2.580229e+12 2.793333e+12 2.398565e+12 9.484792e+12 1.026733e+13 8.702257e+12 4.426904e+11 4.828176e+11 4.078754e+11
1.244587e+14 2.606663e+12 2.823728e+12 2.422374e+12 9.632787e+12 1.043522e+13 8.830359e+12 4.453423e+11 4.860219e+11 4.101263e+11
1.259887e+14 2.633368e+12 2.854503e+12 2.446375e+12 9.783088e+12 1.060617e+13 8.960011e+12 4.480101e+11 4.892543e+11 4.123839e+11
1.275375e+14 2.660346e+12 2.885662e+12 2.470571e+12 9.935731e+12 1.078023e+13 9.091231e+12 4.506939e+11 4.925150e+11 4.146482e+11
1.291054e+14 2.687600e+12 2.917211e+12 2.494964e+12 1.009075e+13 1.095747e+13 9.224038e+12 4.533937e+11 4.958040e+11 4.169193e+11
1.306925e+14 2.715132e+12 2.949152e+12 2.519555e+12 1.024819e+13 1.113793e+13 9.358450e+12 4.561097e+11 4.991215e+11 4.191973e+11
1.322991e+14 2.742946e+12 2.981492e+12 2.544346e+12 1.040808e+13 1.132167e+13 9.494487e+12 4.588420e+11 5.024677e+11 4.214823e+11
1.339255e+14 2.771045e+12 3.014234e+12 2.569339e+12 1.057046e+13 1.150875e+13 9.632167e+12 4.615907e+11 5.058427e+11 4.237744e+11
1.355719e+14 2.799431e+12 3.047383e+12 2.594536e+12 1.073537e+13 1.169923e+13 9.771511e+12 4.643558e+11 5.092467e+11 4.260735e+11
1.372385e+14 2.828107e+12 3.080943e+12 2.619939e+12 1.090285e+13 1.189316e+13 9.912538e+12 4.671375e+11 5.126799e+11 4.283799e+11
1.389256e+14 2.857076e+12 3.114920e+12 2.645550e+12 1.107294e+13 1.209061e+13 1.005527e+13 4.699358e+11 5.161424e+11 4.306936e+11
1.406334e+14 2.886342e+12 3.149318e+12 2.671371e+12 1.124568e+13 1.229163e+13 1.019973e+13 4.727510e+11 5.196344e+11 4.330146e+11
1.423623e+14 2.915907e+12 3.184141e+12 2.697404e+12 1.142111e+13 1.249629e+13 1.034593e+13 4.755829e+11 5.231560e+11 4.353431e+11
1.441124e+14 2.945774e+12 3.219394e+12 2.723651e+12 1.159927e+13 1.270465e+13 1.049390e+13 4.784319e+11 5.267074e+11 4.376791e+11
1.458840e+14 2.975947e+12 3.255083e+12 2.750114e+12 1.178021e+13 1.291677e+13 1.064365e+13 4.812979e+11 5.302888e+11 4.400228e+11
1.476774e+14 3.006428e+12 3.291211e+12 2.776795e+12 1.196397e+13 1.313272e+13 1.079522e+13 4.841811e+11 5.339003e+11 4.423741e+11
1.494928e+14 3.037221e+12 3.327785e+12 2.803696e+12 1.215059e+13 1.335256e+13 1.094862e+13 4.870815e+11 5.375421e+11 4.447333e+11
1.513306e+14 3.068329e+12 3.364808e+12 2.830820e+12 1.234011e+13 1.357636e+13 1.110387e+13 4.899994e+11 5.412144e+11 4.471003e+11
1.531909e+14 3.099755e+12 3.402286e+12 2.858169e+12 1.253259e+13 1.380418e+13 1.126100e+13 4.929347e+11 5.449173e+11 4.494753e+11
1.550741e+14 3.131502e+12 3.440225e+12 2.885745e+12 1.272807e+13 1.403611e+13 1.142003e+13 4.958875e+11 5.486509e+11 4.518583e+11
1.569805e+14 3.163574e+12 3.478628e+12 2.913550e+12 1.292659e+13 1.427220e+13 1.158098e+13 4.988581e+11 5.524156e+11 4.542494e+11
1.589103e+14 3.195973e+12 3.517502e+12 2.941587e+12 1.312821e+13 1.451254e+13 1.174388e+13 5.018465e+11 5.562114e+11 4.566488e+11
1.608638e+14 3.228704e+12 3.556851e+12 2.969857e+12 1.333296e+13 1.475718e+13 1.190874e+13 5.048528e+11 5.600386e+11 4.590564e+11
1.628413e+14 3.261770e+12 3.596682e+12 2.998363e+12 1.354090e+13 1.500621e+13 1.207559e+13 5.078771e+11 5.638972e+11 4.614725e+11
1.648432e+14 3.295174e+12 3.636998e+12 3.027108e+12 1.375208e+13 1.525971e+13 1.224446e+13 5.109195e+11 5.677876e+11 4.638970e+11
1.668696e+14 3.328919e+12 3.677807e+12 3.056093e+12 1.396655e+13 1.551775e+13 1.241536e+13 5.139801e+11 5.717098e+11 4.663300e+11
1.689210e+14 3.363009e+12 3.719112e+12 3.085322e+12 1.418436e+13 1.578040e+13 1.258833e+13 5.170590e+11 5.756641e+11 4.687717e+11
1.709976e+14 3.397448e+12 3.760920e+12 3.114795e+12 1.440557e+13 1.604775e+13 1.276338e+13 5.201564e+11 5.796506e+11 4.712220e+11
1.730997e+14 3.432239e+12 3.803237e+12 3.144517e+12 1.463021e+13 1.631989e+13 1.294054e+13 5.232724e+11 5.836696e+11 4.736812e+11
1.752277e+14 3.467385e+12 3.846068e+12 3.174489e+12 1.485836e+13 1.659688e+13 1.311983e+13 5.264070e+11 5.877211e+11 4.761493e+11
1.773818e+14 3.502891e+12 3.889419e+12 3.204714e+12 1.509006e+13 1.687883e+13 1.330128e+13 5.295604e+11 5.918056e+11 4.786263e+11
1.795624e+14 3.538760e+12 3.933296e+12 3.235194e+12 1.532536e+13 1.716581e+13 1.348492e+13 5.327327e+11 5.959230e+11 4.811123e+11
1.817698e+14 3.574995e+12 3.977704e+12 3.265931e+12 1.556433e+13 1.745791e+13 1.367076e+13 5.359240e+11 6.000736e+11 4.836074e+11
1.840043e+14 3.611601e+12 4.022650e+12 3.296929e+12 1.580703e+13 1.775522e+13 1.385883e+13 5.391344e+11 6.042577e+11 4.861118e+11
1.862663e+14 3.648581e+12 4.068140e+12 3.328189e+12 1.605350e+13 1.805784e+13 1.404915e+13 5.423641e+11 6.084754e+11 4.886254e+11
1.885561e+14 3.685939e+12 4.114180e+12 3.359715e+12 1.630380e+13 1.836585e+13 1.424176e+13 5.456131e+11 6.127270e+11 4.911484e+11
1.908741e+14 3.723678e+12 4.160776e+12 3.391508e+12 1.655801e+13 1.867935e+13 1.443667e+13 5.488815e+11 6.170125e+11 4.936808e+11
1.932206e+14 3.761804e+12 4.207934e+12 3.423571e+12 1.681617e+13 1.899843e+13 1.463391e+13 5.521695e+11 6.213324e+11 4.962227e+11
1.955959e+14 3.800319e+12 4.255662e+12 3.455907e+12 1.707836e+13 1.932320e+13 1.483351e+13 5.554773e+11 6.256867e+11 4.987742e+11
1.980004e+14 3.839228e+12 4.303964e+12 3.488519e+12 1.734462e+13 1.965375e+13 1.503549e+13 5.588048e+11 6.300757e+11 5.013353e+11
2.004345e+14 3.878535e+12 4.352849e+12 3.521408e+12 1.761503e+13 1.999019e+13 1.523987e+13 5.621523e+11 6.344996e+11 5.039062e+11
2.028984e+14 3.918243e+12 4.402322e+12 3.554579e+12 1.788965e+13 2.033262e+13 1.544668e+13 5.655198e+11 6.389586e+11 5.064869e+11
2.053927e+14 3.958357e+12 4.452390e+12 3.588032e+12 1.816855e+13 2.068114e+13 1.565595e+13 5.689075e+11 6.434530e+11 5.090775e+11
2.079177e+14 3.998882e+12 4.503060e+12 3.621772e+12 1.845178e+13 2.103586e+13 1.586770e+13 5.723155e+11 6.479830e+11 5.116780e+11
2.104736e+14 4.039820e+12 4.554339e+12 3.655800e+12 1.873943e+13 2.139690e+13 1.608196e+13 5.757440e+11 6.525487e+11 5.142886e+11
2.130610e+14 4.081177e+12 4.606235e+12 3.690119e+12 1.903155e+13 2.176435e+13 1.629875e+13 5.791929e+11 6.571506e+11 5.169093e+11
2.156803e+14 4.122956e+12 4.658753e+12 3.724733e+12 1.932822e+13 2.213835e+13 1.651810e+13 5.826625e+11 6.617887e+11 5.195402e+11
2.183317e+14 4.165162e+12 4.711901e+12 3.759643e+12 1.962951e+13 2.251899e+13 1.674003e+13 5.861529e+11 6.664633e+11 5.221813e+11
2.210157e+14 4.207800e+12 4.765686e+12 3.794853e+12 1.993549e+13 2.290641e+13 1.696457e+13 5.896642e+11 6.711747e+11 5.248327e+11
2.237327e+14 4.250873e+12 4.820116e+12 3.830365e+12 2.024623e+13 2.330072e+13 1.719175e+13 5.931966e+11 6.759231e+11 5.274946e+11
2.264831e+14 4.294387e+12 4.875198e+12 3.866182e+12 2.056181e+13 2.370204e+13 1.742159e+13 5.967501e+11 6.807087e+11 5.301669e+11
2.292673e+14 4.338345e+12 4.930940e+12 3.902307e+12 2.088230e+13 2.411049e+13 1.765411e+13 6.003248e+11 6.855318e+11 5.328497e+11
2.320857e+14 4.382752e+12 4.987350e+12 3.938743e+12 2.120778e+13 2.452621e+13 1.788935e+13 6.039210e+11 6.903927e+11 5.355431e+11
2.349388e+14 4.427613e+12 5.044434e+12 3.975492e+12 2.153833e+13 2.494933e+13 1.812732e+13 6.075388e+11 6.952916e+11 5.382472e+11
2.378270e+14 4.472933e+12 5.102201e+12 4.012557e+12 2.187401e+13 2.537997e+13 1.836806e+13 6.111782e+11 7.002288e+11 5.409621e+11
2.407506e+14 4.518716e+12 5.160658e+12 4.049942e+12 2.221493e+13 2.581827e+13 1.861159e+13 6.148394e+11 7.052045e+11 5.436877e+11
2.437102e+14 4.564966e+12 5.219814e+12 4.087648e+12 2.256115e+13 2.626436e+13 1.885793e+13 6.185226e+11 7.102189e+11 5.464242e+11
2.467062e+14 4.611689e+12 5.279678e+12 4.125680e+12 2.291275e+13 2.671839e+13 1.910712e+13 6.222278e+11 7.152725e+11 5.491717e+11
2.497390e+14 4.658889e+12 5.340256e+12 4.164039e+12 2.326983e+13 2.718049e+13 1.935917e+13 6.259552e+11 7.203653e+11 5.519301e+11
2.528091e+14 4.706572e+12 5.401557e+12 4.202730e+12 2.363247e+13 2.765082e+13 1.961411e+13 6.297049e+11 7.254977e+11 5.546996e+11
2.559170e+14 4.754741e+12 5.463590e+12 4.241754e+12 2.400075e+13 2.812951e+13 1.987198e+13 6.334771e+11 7.306701e+11 5.574803e+11
2.590630e+14 4.803403e+12 5.526364e+12 4.281115e+12 2.437475e+13 2.861673e+13 2.013278e+13 6.372719e+11 7.358825e+11 5.602721e+11
2.622478e+14 4.852562e+12 5.589886e+12 4.320816e+12 2.475458e+13 2.911261e+13 2.039656e+13 6.410895e+11 7.411354e+11 5.630753e+11
2.654716e+14 4.902224e+12 5.654167e+12 4.360859e+12 2.514032e+13 2.961732e+13 2.066333e+13 6.449299e+11 7.464290e+11 5.658897e+11
2.687351e+14 4.952392e+12 5.719213e+12 4.401249e+12 2.553206e+13 3.013101e+13 2.093311e+13 6.487933e+11 7.517635e+11 5.687155e+11
2.720388e+14 5.003073e+12 5.785035e+12 4.441987e+12 2.592990e+13 3.065385e+13 2.120595e+13 6.526798e+11 7.571394e+11 5.715528e+11
2.753830e+14 5.054272e+12 5.851642e+12 4.483077e+12 2.633393e+13 3.118600e+13 2.148185e+13 6.565896e+11 7.625568e+11 5.744016e+11
2.787683e+14 5.105994e+12 5.919043e+12 4.524523e+12 2.674424e+13 3.172763e+13 2.176085e+13 6.605229e+11 7.680161e+11 5.772620e+11
2.821953e+14 5.158244e+12 5.987246e+12 4.566326e+12 2.716094e+13 3.227890e+13 2.204297e+13 6.644797e+11 7.735176e+11 5.801340e+11
2.856644e+14 5.211028e+12 6.056262e+12 4.608491e+12 2.758412e+13 3.283999e+13 2.232824e+13 6.684602e+11 7.790615e+11 5.830177e+11
2.891761e+14 5.264351e+12 6.126100e+12 4.651020e+12 2.801388e+13 3.341109e+13 2.261667e+13 6.724646e+11 7.846482e+11 5.859132e+11
2.927311e+14 5.318219e+12 6.196770e+12 4.693917e+12 2.845033e+13 3.399236e+13 2.290830e+13 6.764929e+11 7.902780e+11 5.888204e+11
2.963297e+14 5.372637e+12 6.268281e+12 4.737184e+12 2.889357e+13 3.458399e+13 2.320314e+13 6.805454e+11 7.959512e+11 5.917396e+11
2.999725e+14 5.427611e+12 6.340643e+12 4.780826e+12 2.934370e+13 3.518617e+13 2.350123e+13 6.846222e+11 8.016680e+11 5.946707e+11
3.036602e+14 5.483146e+12 6.413867e+12 4.824845e+12 2.980084e+13 3.579909e+13 2.380259e+13 6.887233e+11 8.074289e+11 5.976138e+11
3.073931e+14 5.539249e+12 6.487962e+12 4.869244e+12 3.026509e+13 3.642294e+13 2.410723e+13 6.928491e+11 8.132341e+11 6.005689e+11
3.111720e+14 5.595925e+12 6.562939e+12 4.914027e+12 3.073656e+13 3.705793e+13 2.441518e+13 6.969995e+11 8.190839e+11 6.035361e+11
3.149973e+14 5.653179e+12 6.638809e+12 4.959197e+12 3.121536e+13 3.770424e+13 2.472647e+13 7.011749e+11 8.249788e+11 6.065155e+11
3.188696e+14 5.711018e+12 6.715581e+12 5.004758e+12 3.170161e+13 3.836209e+13 2.504112e+13 7.053752e+11 8.309189e+11 6.095072e+11
3.227896e+14 5.769448e+12 6.793266e+12 5.050712e+12 3.219542e+13 3.903169e+13 2.535915e+13 7.096007e+11 8.369046e+11 6.125111e+11
3.267577e+14 5.828475e+12 6.871875e+12 5.097064e+12 3.269692e+13 3.971325e+13 2.568059e+13 7.138515e+11 8.429363e+11 6.155274e+11
3.307746e+14 5.888105e+12 6.951420e+12 5.143816e+12 3.320621e+13 4.040698e+13 2.600545e+13 7.181278e+11 8.490144e+11 6.185560e+11
